STR,N° REQ,Item,DESIGNATION,N° BE,OBS,Chargé d'Affaire,N°  et Situation  de Appel Offre,FOURNISSEUR,N°cde,Item cde,BRC  1,Item BRC,BRC  2,Item BRC2,BRC  3,ITEM BRC3,BRC  4,ITEM BRC4,BRC  5,nbre item BRC5,BRC  6,nbre item BRC6,BRC  7,nbre item BRC7,BRC8,nbre item BRC8,BRC9,nbre item BRC9,BRC10,nbre item BRC10,BRC11,nbre item BRC11,BRC12,nbre item BRC12,BRC13,nbre item BRC13,Champ53,Champ54,Champ55,Champ56,Champ57,Champ58,Champ59,Champ60,Champ61,Champ62,Champ63,Champ64,Champ65,Champ66,Champ67,Champ68,Champ69,Champ70,Champ71,Champ72,Champ73,Champ74,Champ75,Champ76,Champ77,Champ78,Champ79,Champ80,Champ81,Champ82,Champ83,Champ84,Champ85,Champ86,Champ87,Champ88,Champ89,Champ90,Champ91,Champ92,Champ93,Champ94,Champ95,Champ96,Champ97,Champ98,Champ99,Champ100,Champ101,Champ102,Champ103,Champ104,Champ105,Champ106,Champ107,Champ108,Champ109,Champ110,Champ111,Champ112,Champ113,Champ114,Champ115,Champ116,Champ117,Champ118,Champ119,Champ120,Champ121,Champ122,Champ123,Champ124,Champ125,Champ126,Champ127,Champ128,Champ129,Champ130,Champ131,Champ132,Champ133,Champ134,Champ135,Champ136,Champ137,Champ138,Champ139,Champ140,Champ141,Champ142,Champ143,Champ144,DATE,DATEE,DATE 1,DATE 2,DATE 3,DATE BRC4,DATE BRC5,DATE BRC6,DATE BRC7,DATE BRC8,DATE BRC9,DATE BRC10,DATE BRC11,DATE BRC12,DATE BRC13
,,,,,,,,,"YN977/C","30","YJ4697","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/23/12 00:00:00","08/14/12 00:00:00",,,,,,,,,,,,
,,,"TISKA32","15","SOLDEE",,,,"YN977/A","10","YR1244","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","12/15/11 00:00:00",,,,,,,,,,,,
,,,"TISKA46","15","SOLDEE",,,,"YN977/A","13","YR1244","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","12/15/11 00:00:00",,,,,,,,,,,,
,,,,,,,,,"YN977/C","2","YJ4697","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/23/12 00:00:00","08/14/12 00:00:00",,,,,,,,,,,,
,,,"TISKA68","15","SOLDEE",,,,"YN977/A","8","YR1244","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","12/15/11 00:00:00",,,,,,,,,,,,
,,,,,,,,,"YN977/C","7","YJ4697","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/23/12 00:00:00","08/14/12 00:00:00",,,,,,,,,,,,
,,,"FODDA 220","4","ENCOUR","2",,,"YN977/A","2","YR1244","2","YA3521","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","12/15/11 00:00:00","04/29/13 00:00:00",,,,,,,,,,,
,,,"FODDA 320","6","SOLDEE","6",,"NAFTAL SPA ALGER","A95812","3","YA2504","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/06/13 00:00:00","11/27/13 00:00:00",,,,,,,,,,,,
,,,"TORADA 32","1","SOLDEE",,,,"YN977/A","1","YR1244","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","12/15/11 00:00:00",,,,,,,,,,,,
,,,"CHELIA 40","10","SOLDEE",,,,"YN977/A","10","YJ9463","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/10/11 00:00:00","01/09/12 00:00:00",,,,,,,,,,,,
,,,"BORAK 22","12","ENCOUR","2",,,"YN977/C","10","YK0406","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/23/12 00:00:00","09/13/12 00:00:00",,,,,,,,,,,,
,,,"TESSALA EP3 EN BIDON DE 18KG","20","ENCOUR","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EXP","YN978","1","PROCHINOR CL 73 (TITRE GRACIEUX)",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/21/09 00:00:00",,,,,,,,,,,,,,
"MNT","YN979","93","P/R POUR COMPRESSEUR DRESSER-RAND",,"ENCOUR",,"SH-DP-AT/033/15/M","ANNULEE SUITE NOTE N 440/17 DU 03/07/2017  PAR CDD MNT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/05/09 00:00:00",,,,,,,,,,,,,,
"MNT","YN981","8","P/R POUR POMPE OBERDOFER",,"ENCOUR",,"AONI 040/11/M  -2Contrat                    E13/DP-AT005+E13/DP-AT006","ANNULEE ET REMPLACEE PAR YK275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/05/09 00:00:00",,,,,,,,,,,,,,
"MNT","YN982","14","CARTE ELECTRONIQUE POUR PANNEAU DE CONTRÔLE DE TURBINE ET COMPRESSEUR K603 A/B DR 990 25,0,8B6 ET K501 DR 990 2M8",,"ANNULEE",,,"ANNULEE SUITE FAX N 746 DU 12/07/2015 PAR CDD AT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/25/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN983","4","CARTE ELECTRONIQUE POUR AUTOMATE PROGRAMMABLE SYNSAC C200H OMRON",,"ANNULEE",,,"ANNULEE SUITE FAX N 746 DU 12/07/2015 PAR CDD AT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/25/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN984","4","CARTE ELECTRONIQUE POUR AUTOMATE M-SYSTEM ET AUTOMATE APRIL 5000",,"ANNULEE",,,"ANNULEE SUITE FAX N 746 DU 12/07/2015 PAR CDD AT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/25/10 00:00:00",,,,,,,,,,,,,,
"SEC","YN986","4","DIVERS EXTINCTEURS",,"ENCOUR",,"AONI  066/13/M","ANNULEE SUITE FAX N°962 DU 25/10/2016 ET REMPLACE PAR YK168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/21/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN987","73","VANNE ET CLAPETS DIFFERENTE MARQUE ET DIMENSIONS","ITEM 71/72/73","ENCOUR","NAIT MED","AON SH-EP-DP/AT-15/18/P","ALLIED INTER France","A91785","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/04/10 00:00:00","06/05/17 00:00:00",,,,,,,,,,,,,
"MNT","YN988","13","P/R POUR REDUCTEUR DE PRESSION 4123 SAMSON",,"ENCOUR",,"SH-DP-AT/039/15/P","ANNULEE SUITE FAX  -DPR/DAT/DAN°5533/18 DU 08/12/18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/05/10 00:00:00",,,,,,,,,,,,,,
,"YN990","66","P/R POUR SOUPAPE DE SECURITE DIFFERENTS DIAMETRES ET DE DIFFERENTE PRESSION DE TARAGE",,"ENCOUR",,"AON SH-EP-DP-AT/16/16/P","ANNULEE SUITE FAX N° APT/874/17 DU 12/11/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/30/10 00:00:00",,,,,,,,,,,,,,
,"YN991",,"ANNULEE",,"ANNULEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EXP","YN992","1","METHANOL",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/12/10 00:00:00",,,,,,,,,,,,,,
"REAL","YN993","55","P/R IONICS",,"ENCOUR","MR SAADI MUSTAPHA","SH-EP-DP-AT/15/15/M","ANNULEE SUITE NOTE REAL DU 14/05/2017  / H-MISLI","remplace par YK180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/22/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN995","1","CONVERTISEUR RTD POUR TABLEAU INJECTION D'EAU HBK-BKH-GLA/C",,"ENCOUR",,"AONI 038/11/M","ANNULEE SUITE FAX N 044 DU 11/01/2012 PAR CDD AT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/31/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN996","10","P/R POUR AEROREFRIGERANT (AUTO-VARIABLE) ( CONSTRUCTEUR COFIMCO)",,"ENCOUR","MME MOULAI","ANNULEE ET REMPLACE PAR LA REQUETTE YK103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/31/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN997","12","P/R POUR AEROREFRIGERANT (PLAN CONSTRUCTEUR NUOVOPIGNONE",,"ENCOUR","MME MOULAI","ANNULEE ET REMPLACE PAR LA REQUETTE YK104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/31/10 00:00:00",,,,,,,,,,,,,,
"MNT","YN998","37","P/R POUR VANNE A BOISSEAU INJECTION D'EAU ET VANNE PAPILLON A DISQUE JHP",,"ENCOUR",,"ANNULEE ET REMPLACE PAR LA REQUETTE YK141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/31/10 00:00:00",,,,,,,,,,,,,,
"DEP","YN999","1","300 FUTS BACTIRAM EM 150 EXERCICE(2010-2013)",,"ENCOUR",,"AONI SH-DP-AT/044/09/P","CECA-SA / France","YN999/A","1","YR6532","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/14/10 00:00:00","09/02/10 00:00:00","05/13/11 00:00:00",,,,,,,,,,,,
,,,,,,,,,"YN999/C","1","YA9191","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/21/13 00:00:00","09/14/13 00:00:00",,,,,,,,,,,,
"REAL","YK002","1","""TUBE LP Ø6"""" EP: 5056MM GRADE B""","6000M","ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/12/10 00:00:00",,,,,,,,,,,,,,
"EXP","YK 003","2","PRODUITS TAMIS + BILLE CERAMIQUE",,"ENCOUR",,"CONTRAT N° E10/DP/AT-051","UOP CH SARL SUISSE","A79800","2","YJ4728","2","YA9163","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/13/10 00:00:00","05/10/11 00:00:00","09/27/12 00:00:00","07/22/13 00:00:00",,,,,,,,,,,
"mnt","YK 004","8","P/R POUR VANNES MASSONELLON (reactialisation requete YN 948",,"ENCOUR","ADJALI","AONI SH DP AT /008/09/P","SATMO France","A79795","15","AX005726","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/19/10 00:00:00","03/27/11 00:00:00","03/20/12 00:00:00",,,,,,,,,,,,
"EXP","YK006","1","DESEMULSUFIANT DMO 86095",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/01/10 00:00:00",,,,,,,,,,,,,,
"MNT","YK007","16","P/R AERO-HUILE",,"ENCOUR",,"ANNULEE ET REMPLACE PAR LA REQUETTE YK105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/15/10 00:00:00",,,,,,,,,,,,,,
"MNT","YK008","14","P/R POMPE GUINARD",,"ENCOUR","BOUBRED","LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","WIT SAL INC USA","YK997Y","129","YB1431","87","YB1429","11","YB1442","1","YB5527","39","YB6138","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/16/11 00:00:00","06/30/16 00:00:00","03/01/17 00:00:00","03/01/17 00:00:00","03/01/17 00:00:00","04/17/17 00:00:00","07/31/17 00:00:00",,,,,,,,
"MNT","YK010","12","P/R POPME GUINARD",,"ENCOUR","BOUBRED","LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","WIT SAL INC USA","YK997Y","129","YB1431","87","YB1429","11","YB1442","1","YB5527","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/16/11 00:00:00","06/30/16 00:00:00","03/01/17 00:00:00","03/01/17 00:00:00","03/01/17 00:00:00","04/17/17 00:00:00",,,,,,,,,
"MNT","YK011","94","P/R POUR VEHICULE CONTRE INCENDIE TYPE VMR EP 10",,"ENCOUR","AMARA","AON-DP-AT/043/14/M","LAA PARC DE SAINT France","A95286","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/21/11 00:00:00","10/15/18 00:00:00",,,,,,,,,,,,,
"MNT","YK012","9","P/R POUR PRESSURISATION DE SPHER        T 701",,"ENCOUR",,"SH-DP-AT/039/15/P","ANNULEE SUITE NOTE N°385/16 DU 20/03/2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/05/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK013","9","P/R CAMION CHASSE SABLE",,"SOLDEE",,"A09/DP-AT020","IVAL ALGER","A69415","9","YL5769","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/15/11 00:00:00","05/07/12 00:00:00","02/15/13 00:00:00",,,,,,,,,,,,
"MNT","YK014","35","P/R VANNE A BOISESAU SPHERIQUE",,"ANNULEE",,,"ANNULEE SUITE NOTE N°271/24             Du 21/09/2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/15/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK015","23","P/R POUR GE 250KVA PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR981K874K875K86K861:K873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/22/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK016","10","P/R POUR TETE DE CABLE PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/22/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK018","66","P/R POUR TABLEAU AUXILIAIRE 380/220V 50Hz PROJET 60KV  HBK*GLA",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK019","64","P/R POUR TABLEAU MT MC set 60/5,5KV PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/24/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK021","45","P/R POUR TABLEAU MT FLUAIR 400 HBK 60/30KV 1250A(MERLIN GERIN) PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/27/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK022","22","P/R POUR CHARGEUR BATTERIE EXCEL PLUS 380/220V-110VCC-60A PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/28/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK023","31","P/R POUR TABLEAU AUXILIAIRE 110VCC HBK-GLA PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/28/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK024","13","P/R POUR ARMOIRE SYNOPTIQUE HBK-GLA PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/28/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK025","8","P/R POUR RESISTANCE MALT(RESISTEL) HBK-GLA PROJET 60KV",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/29/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK027","29","P/R POUR MULTIPLICATEUR DE VITESSE DES COMPRESSEUR BOOSTING GAZ MARQUE LUFKIN N° SERIE 6680-6681,6682,6683",,"ANNULEE",,"LANCEMENT APPEL D'OFFRE AU NIVEAU DE HBK","ANNULE ET REMPLACE PAR YR236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/01/11 00:00:00",,,,,,,,,,,,,,
"MNT","YK028","1","GARNITURE MECANIQUE REF UK3750/5N4A(regularisation)",,"SOLDEE","NESSAKH","COTRAT E09/DP-OP/009","FLOWSERVE FSD","A95491","1","YR2525","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/23/11 00:00:00","06/15/12 00:00:00","03/27/12 00:00:00",,,,,,,,,,,,
"MNT","YK029","38","P/R POUR MOTEUR DIESEL VOLVO PENTA MODEL: TAD 740 GE N° DE SERIE:2071183625",,"ANNULEE",,"AONI DP-AT/026/14/M","ANNULEE PAR FAX N°121/16 DU 27/01/2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/26/11 00:00:00",,,,,,,,,,,,,,
"DEP","YK030","1","""COLIER D'ETANCHEITE SMITH 6""""""",,"ENCOUR",,"AON SH/DP-AT/002/14/P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/28/11 00:00:00",,,,,,,,,,,,,,
